Date_Observed,ra,dec,SIMBAD_Name,Source_Type
05-03-2021,226.004975,10.437716,Mrk  841,Seyfert_1
06-03-2021,246.416125,40.801167,2MASS J16253988+4048041,AGN
07-03-2021,241.382667,17.80725,2XMM J160531.8+174825,Seyfert_1
08-03-2021,203.100833,11.106389,Mrk  789,AGN
09-03-2021,76.339345,-70.477508,OGLE LMC-RRLYR-4565,RRLyr
09-03-2021,77.417499,-70.50125,OGLE LMC-ECL-8900,EB*
10-03-2021,138.603125,11.940417,2MASS J09142473+1156255,Seyfert_2
10-03-2021,120.999833,9.979667,2MASS J08035997+0958469,Seyfert_2
11-03-2021,80.66219,-70.534169,OGLE LMC-ECL-14091,EB*
11-03-2021,289.625,-60.498889,UCAC2   5473773,Star
13-03-2021,81.744937,-70.532339,EROS2-star lm058-0m-14466,LPV*
